weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed,
80,S1,37,62,X,37,89,S1,44,71,X,48,213,0.7,
93,S1,38,85,S1,37,110,SO2,38,74,X,45,212,0,
107,SO2,33,98,S1,33,105,SO2,34,90,S1,40,127,1.1,
89,S1,37,73,X,37,80,S1,35,59,69,33,141,0.6,
68,X,46,75,S1,39,78,S1,38,60,X,38,210,1.2,
78,S1,35,70,X,40,79,S1,40,81,S1,37,211,1.1,
102,SO2,33,55,65,36,X,X,X,66,X,38,150,2,
81,S1,28,74,S1,34,81,S1,33,67,S1,29,140,0.5,
90,S1,43,85,S1,40,89,S1,41,70,X,42,164,1.1,
56,66,32,76,S1,34,63,X,32,50,60,30,160,0.8,
89,S1,42,68,X,38,89,S1,39,76,S1,37,117,0.9,
84,S1,41,97,S1 A,35,91,S1,34,105,SO2,41,118,0.1,
X,X,X,57,67,36,63,X,34,57,67,32,255,1.8,
90,S1,32,66,X,32,101,SO2,31,105,SO2,31,256,2.5,
X,X,X,80,S1,32,74,X,36,71,X,30,314,0.8,
81,X,44,94,S1,42,57,77,37,52,72,35,314,3.1,
68,X,39,75,S1,33,83,S1,31,77,S1,29,353,0.8,
68,X,33,59,69,33,83,S1,33,93,S1,44,321,2.3,
82,S1,35,82,S1,33,60,X,34,109,SO2,34,19,1.6,
96,S1,36,75,S1,33,84,S1,34,87,S1,38,335,2.1,
65,X,34,76,S1,37,64,X,34,87,S1,39,19,2.3,
88,S1,32,80,S1,36,89,S1,37,91,S1,32,25,2,
76,S1,36,93,S1,34,87,S1,33,76,S1,32,58,2.1,
67,X,33,73,X,35,87,S1,40,X,X,X,60,1.9,
66,X,30,50,60,23,79,S1,35,X,X,X,46,1.6,
102,SO2,22,74,X,24,86,S1,30,116,SO2,32,47,2,
88,S1,35,80,X,35,90,S1,39,80,X,35,56,1.6,
X,X,X,62,X,36,87,S1,37,65,X,39,33,1.3,
88,S1,38,58,68,40,64,X,42,80,X,47,264,0.2,
92,S1,44,112,SO2,36,52,72,37,108,SO2,46,356,0.6,
56,76,40,100,S1,40,109,SO2,41,68,X,42,39,0.9,
57,77,38,84,S1,40,79,X,42,75,X,43,107,2.1,
96,S1,42,69,X,41,60,70,40,72,X,40,73,1.4,
72,X,36,59,69,38,60,70,39,82,S1,37,288,1.3,
102,SO2,40,93,S1,37,119,SN2,33,89,S1,32,323,2,
114,SN2,33,104,SO2,34,100,S1,39,92,S1,38,345,3.8,
73,X,33,78,S1,34,84,S1,35,86,S1,35,317,4.5,
62,72,25,118,SO2,33,103,S1,32,62,72,37,330,4.3,
61,71,34,68,X,39,95,S1,34,89,S1,34,324,4.5,
120,SN2,32,94,S1,26,103,SO2,26,44,74,35,314,3.7,
X,X,X,49,79,34,72,X,35,58,78,39,312,3.9,
X,X,X,79,X,30,40,80,32,69,X,34,317,4.4,
62,72,36,84,X,38,72,X,34,41,81,33,322,3.9,
77,X,34,86,S1,36,87,S1,36,72,X,32,328,4.5,
81,X,42,118,SO2,40,62,82,37,63,83,38,283,4.3,
69,X,35,47,77,27,71,X,27,79,X,37,318,4.1,
75,X,37,89,S1,39,110,SO2,38,93,S1,36,293,4.3,
105,SO2,37,64,74,35,72,X,36,75,X,37,285,3.6,
103,SO2,40,74,X,43,75,X,45,60,80,43,272,4.9,
81,S1,38,44,74,37,71,X,46,69,X,40,231,5.7,
95,SO2,38,90,SO2,40,75,S1,37,62,X,41,257,4.3,
110,SN2,33,67,X,37,79,S1,32,98,SO2,34,221,7.8,
120,S3,36,83,S1,37,103,SO2,40,82,S1,41,275,7.9,
51,81,40,64,84,45,62,82,40,74,X,40,256,7.3,
89,SO2,36,64,X,45,60,X,37,77,S1,36,245,8.4,
77,S1,31,120,S3,30,68,S1,30,96,SN2,27,274,8.1,
60,X,35,69,S1,34,75,S1,43,103,SN2,32,248,8.3,
79,SO2,33,54,64,35,41,61,40,66,S1,30,217,7,
70,S1,38,60,X,42,89,SO2,36,57,X,43,222,7.2,
90,SO2,36,91,SO2,30,81,S1,41,104,SN2,30,265,4.5,
X,X,X,82,S1,38,78,S1,38,73,S1,38,205,6.9,
70,S1,30,72,S1,33,98,SO2,35,75,S1,38,255,7.6,
78,S1,34,57,X,32,77,S1,30,88,SO2,27,247,7.8,
73,S1,35,66,X,38,82,S1,37,77,S1,37,234,7,
75,S1,30,56,X,29,77,S1,31,103,SN2,32,241,6.9,
X,X,X,61,X,35,79,S1,37,52,X,35,238,7,
93,SO2,34,82,S1,44,108,SN2,33,103,SN2,30,210,5.2,
94,SO2,40,99,SN2,35,84,S1,36,76,S1,41,266,7.5,
90,SO2,34,96,SO2,41,80,S1,37,115,S3,33,253,6.3,
80,S1,40,81,S1,40,86,S1,40,77,S1,32,231,8.1,
X,X,X,X,X,X,79,S1,42,62,X,43,274,4.9,
X,X,X,X,X,X,120,S3,38,60,X,42,218,5,
79,S1,38,X,X,X,70,S1,29,55,X,41,253,5,
98,SN2,33,X,X,X,107,SN2,35,60,X,40,229,4.9,
90,SO2,32,X,X,X,77,S1,40,54,X,33,264,6.2,
81,SO2,36,68,S1,41,71,S1,51,X,X,X,262,5.8,
92,SN2,25,55,X,31,114,S3,33,56,X,30,250,6.1,
X,X,X,84,SO2,32,58,X,39,47,57,33,233,4.5,
75,S1,38,78,SO2,30,65,X,42,62,X,40,250,5.8,
48,58,28,76,S1,30,88,SO2,32,73,S1,42,277,2.9,
70,S1,39,118,S3,30,78,SO2,26,79,SO2,26,273,2.2,
69,S1,34,81,SO2,30,76,SO2,19,77,SO2,32,271,2.7,
82,SO2,27,71,S1,33,109,SN2,33,83,SO2,30,268,2.4,
X,X,X,59,X,34,48,58,28,104,SN2,32,317,1.9,
80,S1,41,71,S1,32,67,S1,31,59,X,33,335,1.7,
57,X,28,87,SO2,33,61,X,32,114,S3,33,354,1.8,
50,60,31,98,SO2,34,68,X,32,X,X,X,328,1.3,
TW50,X,38,TW50,X,30,TW50,X,29,TW50,X,38,106,1.4,
78,SO2,30,60,S1,34,74,SO2,29,64,S1,28,122,4.5,
81,S1,37,95,SO2,34,70,S1,34,99,SO2,38,122,4.8,
113,SN2,41,83,S1,44,80,S1,44,97,SO2,37,124,6.5,
75,X,47,72,X,51,68,X,49,100,SO2,37,115,5.7,
78,S1,41,93,SO2,34,100,SN2,35,86,SO2,31,165,5.5,
X,X,X,X,X,X,82,SO2,26,60,X,39,146,7.4,
73,SO2,32,65,S1,36,49,59,36,45,55,30,136,6.3,
78,SO2,30,88,SO2,33,56,X,35,83,SO2,41,137,9.6,
63,S1,27,96,SN2,33,66,S1,30,X,X,X,140,8.8,
63,S1,34,53,X,35,63,S1,41,64,S1,30,129,9.1,
53,X,41,62,S1,35,91,SN2,35,X,X,X,149,8.1,
X,X,X,61,S1,20,62,S1,33,81,SO2,20,122,5.6,
93,SN2,34,87,SO2,36,103,SN2,35,116,S3,36,138,6.5,
69,S1,40,93,SN2,35,63,S1,37,72,S1,40,154,6.9,
64,S1,34,89,SO2,35,71,S1,37,84,SO2,36,141,10.4,
93,SN2,32,72,S1,41,82,SO2,35,102,SN2,34,149,8,
102,SN2,36,92,SN2,30,76,SO2,25,105,SN2,36,188,8,
67,S1,33,88,SO2,32,98,SN2,35,64,S1,41,124,5.6,
65,S1,34,96,SN2,20,75,SO2,33,101,SN2,35,136,3.1,
107,SN2,38,84,SO2,34,62,S1,33,98,SN2,32,98,1.5,
86,SO2,34,65,X,36,39,69,35,61,X,41,162,3.5,
62,X,48,95,SN2,30,69,S1,34,101,SN2,35,136,2.6,
X,X,X,90,SO2,33,69,S1,30,X,X,X,198,3.9,
55,X,35,50,60,33,75,S1,33,91,SO2,33,194,3.6,
73,S1,35,58,X,34,58,X,43,89,SO2,32,127,3,
X,X,X,89,SO2,29,75,S1,33,66,S1,29,156,4.2,
X,X,X,98,SN2,28,97,SN2,29,108,SN2,33,150,1.7,
X,X,X,X,X,X,82,S1,41,60,X,42,110,3.8,
X,X,X,73,S1,42,45,65,34,60,X,35,113,3.6,
82,SO2,30,104,SN2,29,78,SO2,30,82,SO2,30,188,4.6,
82,SO2,31,90,SO2,35,41,61,40,85,SO2,30,118,2.5,
82,SO2,30,74,S1,33,55,65,34,X,X,X,230,2.4,
118,S3,34,85,SO2,34,85,SO2,29,X,X,X,163,1.5,
66,X,38,92,SO2,42,68,X,36,X,X,X,288,0.1,
71,X,38,49,69,36,64,X,38,107,SN2,28,350,2.6,
77,S1,47,71,X,48,65,75,43,73,X,41,6,1.2,
57,67,35,63,73,36,65,75,36,83,S1,32,316,5.9,
103,SN2,16,85,S1,36,82,S1,33,43,73,36,322,7.5,
75,X,34,65,75,30,75,X,42,109,SN2,22,338,6.5,
71,X,33,71,X,35,68,78,31,86,S1,33,307,7.7,
82,S1,31,60,70,33,74,X,34,52,72,29,359,6,
70,X,44,62,72,34,70,X,35,67,77,34,9,7.2,
111,SN2,28,98,SO2,32,86,S1,38,81,S1,41,329,2.9,
X,X,X,91,SO2,30,74,X,44,91,SO2,29,327,3.6,
94,SO2,25,62,72,26,96,SO2,33,76,X,36,330,3.7,
70,X,33,51,71,30,43,73,34,88,S1,35,313,3.2,
X,X,X,72,X,38,61,71,32,67,77,38,323,3.7,
78,X,42,78,X,35,75,X,42,69,79,35,318,4,
61,71,25,91,S1,34,98,SO2,22,81,S1,35,6,5.3,
76,X,36,91,S1,33,84,S1,34,74,X,40,324,3.4,
102,SO2,30,81,S1,35,73,X,40,69,79,45,308,3.1,
99,SO2,32,88,S1,38,60,70,32,87,S1,38,24,4.1,
X,X,X,X,X,X,79,S1,35,97,SO2,30,19,4.1,
X,X,X,81,S1,35,73,X,42,59,69,36,356,3.7,
61,71,44,45,75,41,63,73,41,51,71,33,316,2.5,
77,S1,34,57,67,36,74,X,44,72,X,44,310,1.9,
60,70,33,88,S1,35,57,67,31,75,X,37,345,3.5,
99,SO2,28,34,74,35,82,S1,39,91,S1,39,302,4.3,
85,S1,33,83,S1,36,63,73,36,85,S1,36,314,4.6,
57,67,35,60,70,35,60,70,32,58,68,35,304,4.3,
62,72,28,91,S1,41,79,X,41,91,S1,41,325,4.7,
92,S1,37,64,74,38,77,X,48,89,S1,40,308,4.5,
67,X,37,59,69,40,73,X,34,94,S1,40,304,4.4,
81,S1,40,31,71,42,83,S1,34,105,SO2,32,283,3.1,
80,S1,33,111,SN2,26,47,77,39,61,71,38,297,5.2,
79,S1,35,82,S1,35,70,X,40,65,75,40,281,4.9,
79,S1,35,93,SO2,26,86,S1,35,83,S1,34,308,3.9,
70,X,41,60,70,39,63,73,40,93,SO2,26,312,4.5,
87,SO2,30,56,66,34,44,64,20,47,67,31,326,3.5,
X,X,X,79,S1,40,49,69,33,81,S1,30,313,5.4,
73,X,42,64,74,38,93,SO2,22,85,S1,35,297,2.7,
95,SO2,36,77,S1,34,91,SO2,34,77,S1,31,315,3.6,
64,X,36,67,X,33,76,S1,32,X,X,X,301,4.1,
104,SN2,32,65,X,43,76,S1,38,55,65,38,319,2.4,
84,S1,38,86,S1,40,88,S1,38,50,60,20,316,4.8,
107,SN2,29,73,S1,30,76,S1,33,80,S1,37,345,4.3,
88,S1,34,93,SO2,26,64,X,36,117,SN2,34,12,3.4,
94,S1,37,X,X,X,71,X,34,80,S1,34,323,3.1,
76,X,34,79,X,36,80,X,40,67,77,34,314,4.3,
90,S1,34,70,80,32,79,X,38,93,S1,35,300,4.8,
X,X,X,69,79,36,85,S1,30,77,X,34,326,3.2,
67,77,33,75,X,33,40,80,30,103,S1,38,298,3.5,
100,S1,37,74,X,40,83,S1,31,79,X,42,245,3.9,
85,S1,30,52,82,35,X,X,X,X,X,X,354,4.9,
X,X,X,77,X,35,51,81,34,69,79,30,353,3.7,
X,X,X,95,S1,35,75,X,39,87,S1,36,342,3.8,
55,75,32,84,S1,32,88,S1,38,115,SO2,35,21,2.3,
91,S1,36,57,77,34,87,S1,38,107,SO2,36,12,0.8,
58,78,40,73,X,35,83,S1,31,101,S02,31,38,1.3,
67,77,34,82,X,39,56,76,34,67,77,32,38,1.8,
90,S1,37,65,75,34,85,S1,37,74,X,40,38,2.2,
80,X,40,83,X,40,98,S1,35,108,SO2,32,13,2.8,
64,74,32,67,77,36,80,X,43,81,X,39,23,2.3,
84,S1,34,61,71,38,100,SO2,34,X,X,X,13,1.1,
87,S1,34,98,S1,34,116,SO2,36,82,S1,32,31,1.3,
62,72,39,78,X,47,73,X,47,68,X,40,358,0.3,
X,X,X,93,S1,43,88,S1,40,82,S1,35,332,1.6,
65,X,38,78,S1,35,54,64,35,78,S1,30,340,1.9,
60,70,40,62,72,34,54,74,48,77,S1,34,347,2,
60,70,35,76,S1,30,74,X,45,96,S1,45,331,0.8,
97,S1,46,55,75,48,82,S1,40,101,SO2,32,307,1.1,
X,X,X,60,70,32,71,X,42,67,X,38,302,0.5,
70,X,35,55,75,42,50,70,42,72,X,45,311,1.5,
77,S1,39,75,S1,34,70,X,48,81,S1,39,314,1.6,
82,S1,33,54,64,27,85,S1,37,56,66,27,310,2.5,
64,74,37,52,72,37,68,X,44,71,X,37,316,2.6,
59,69,35,55,75,37,75,X,42,58,68,37,302,2.6,
85,S1,37,52,72,45,37,77,35,79,S1,37,304,2.1,
84,S1,35,110,SO2,39,100,SO2,39,59,69,42,269,0.9,
64,74,35,70,X,35,90,S1,45,81,S1,37,309,1.8,
97,S1,40,72,X,45,89,S1,35,75,S1,28,327,1.4,
65,75,35,56,76,35,54,74,37,85,S1,35,358,2.8,
63,73,40,83,S1,36,63,73,33,X,X,X,24,2.3,
64,74,32,62,72,38,104,SO2,32,92,S1,38,45,1.9,
81,S1,39,51,71,39,54,74,39,79,S1,32,32,1.7,
72,X,35,60,70,30,76,S1,25,61,71,34,333,1.5,
94,S1,40,73,X,53,84,S1,35,73,X,35,323,2.3,
81,S1,36,83,S1,44,93,S1,36,83,S1,31,328,1.7,
78,S1,29,104,SO2,30,64,X,37,X,X,X,344,2.7,
108,SO2,32,50,70,32,95,S1,40,70,X,38,303,2,
92,S1,47,70,X,39,84,S1,39,84,S1,38,311,2.7,
63,73,36,52,72,40,49,69,36,79,S1,25,316,2.3,
70,X,45,69,X,40,87,S1,45,85,S1,35,312,1.8,
96,S1,42,56,76,46,120,SN2,40,71,X,46,301,1.7,
83,S1,39,89,S1,42,85,S1,42,X,X,X,312,1.1,
61,71,36,105,SO2,36,75,S1,36,84,S1,42,311,0.2,
52,72,42,73,X,48,73,X,42,60,70,39,275,0,
78,S1,39,45,75,32,84,S1,39,X,X,X,300,0,
78,S1,34,87,S1,39,94,S1,44,98,SO2,30,231,0.2,
67,X,36,64,74,36,85,S1,32,100,SO2,42,274,2.3,
55,75,34,106,SO2,37,63,73,42,71,X,37,279,2.3,
52,72,40,57,77,38,108,SO2,32,63,73,36,275,1.1,
110,SO2,45,84,S1,40,70,X,35,80,S1,40,261,2.4,
119,SN2,42,94,S1,47,86,S1,47,69,X,47,226,2.1,
94,S1,32,65,X,40,52,72,36,107,SO2,34,224,1.7,
77,S1,35,57,77,37,84,S1,20,99,SO2,25,278,1.8,
79,S1,36,94,S1,48,65,X,36,72,X,42,331,1.5,
59,69,32,79,S1,38,65,X,36,76,S1,23,24,1.2,
55,75,42,61,71,25,88,S1,28,73,X,39,15,1,
101,SO2,40,72,X,38,67,X,36,72,X,46,23,2,
60,70,34,68,X,40,61,71,36,58,68,34,350,2.9,
99,SO2,34,60,70,37,90,S1,37,92,S1,37,319,2.1,
61,71,36,56,76,33,72,X,39,64,74,39,323,2.9,
75,X,48,104,SO2,40,82,S1,40,80,S1,44,333,3,
61,71,45,60,70,35,89,S1,35,102,SO2,30,332,3.4,
89,S1,40,70,X,37,74,X,37,94,S1,37,333,2.9,
51,71,34,68,X,37,94,S1,41,41,71,34,330,1.7,
X,X,X,82,S1,31,62,X,34,79,S1,31,349,1.7,
56,66,33,56,66,33,107,SO2,31,83,S1,31,330,2.4,
57,67,31,79,X,31,93,S1,34,52,62,31,336,3.8,
67,X,30,85,S1,32,63,X,32,87,S1,34,342,2.3,
46,76,34,33,73,36,53,63,29,65,X,38,316,4,
93,S1,36,86,S1,38,92,S1,34,99,SO2,30,311,5.1,
88,S1,35,73,X,37,60,70,35,X,X,X,323,4.7,
59,69,32,73,X,48,82,S1,32,117,SN2,24,315,4.2,
71,X,40,88,S1,46,73,X,46,97,S1,40,330,3.1,
X,X,X,98,SO2,24,53,73,36,87,S1,36,328,2.3,
75,X,50,65,75,42,70,X,50,64,74,39,330,2.6,
95,S1,41,41,71,32,50,70,33,42,72,37,316,4.4,
94,S1,35,94,S1,35,102,SO2,25,108,SO2,29,338,4.6,
67,X,36,69,X,40,X,X,X,X,X,X,308,2.4,
X,X,X,65,75,33,49,79,35,X,X,X,320,2.8,
91,S1,43,48,78,33,49,79,33,X,X,X,314,5,
57,77,40,65,75,26,102,SO2,25,93,S1,36,319,3.6,
102,SO2,32,80,S1,32,51,71,30,X,X,X,327,4.6,
102,SO2,36,59,79,42,68,X,32,84,S1,34,325,4.3,
76,S1,35,83,S1,34,57,77,46,90,S1,35,323,3.6,
72,X,41,68,X,38,80,S1,36,74,X,35,319,3.7,
71,X,36,58,78,31,73,X,36,83,S1,33,312,3.1,
67,X,36,76,S1,28,78,S1,28,81,S1,36,304,1.6,
88,S1,37,105,SO2,26,89,S1,35,106,SO2,37,313,2.4,
81,S1,39,74,X,45,63,73,42,89,S1,35,288,2.5,
69,X,41,61,71,41,73,X,38,74,X,41,293,2.8,
78,S1,38,60,70,38,70,X,45,110,SO2,38,315,2.1,
103,SO2,32,69,X,28,78,S1,30,87,S1,35,278,1,
31,71,37,67,X,41,74,X,41,75,X,41,282,0.1,
92,S1,44,64,74,38,68,X,38,113,SO2,42,331,0.2,
TW50,X,34,TW50,X,35,TW50,X,19,TW50,X,24,313,5.3,
64,74,30,68,X,36,51,71,30,86,S1,29,33,5.4,
74,X,32,107,SO2,30,71,X,41,64,74,28,303,5.2,
91,S1,40,65,75,33,81,S1,29,86,S1,40,1,2.8,
84,S1,35,103,S1,37,90,S1,36,106,SO2,28,311,4.2,
116,SO2,28,80,S1,33,89,S1,35,46,76,42,341,3.7,
77,X,33,85,S1,28,68,78,35,90,S1,40,320,5.8,
56,76,32,106,S1,35,58,78,46,79,X,35,336,6.6,
71,X,33,98,S1,43,69,79,35,99,S1,28,315,7.3,
X,X,X,92,S1,34,84,S1,26,69,X,27,311,4.7,
X,X,X,44,74,33,62,72,36,68,X,38,318,5.8,
43,73,33,60,70,32,93,S1,39,62,72,30,342,4.7,
88,S1,26,86,S1,36,60,70,33,59,69,34,319,7,
96,S1,42,73,X,44,67,77,38,103,S1,46,333,4.5,
77,X,35,58,68,39,65,75,38,X,X,X,339,7,
71,X,31,39,69,27,91,S1,34,106,SO2,32,18,5.3,
98,S1,34,94,S1,37,88,S1,35,92,S1,37,20,7.2,
91,S1,34,81,S1,27,74,X,33,68,78,34,328,7.6,
75,X,27,65,75,26,98,S1,27,61,71,31,332,8.6,
80,X,35,65,75,39,61,81,36,81,X,DNA,6,8.2,
84,X,32,98,S1,31,77,X,39,68,78,35,347,8,
58,78,35,79,X,34,62,82,37,85,X,46,314,7.6,
51,71,28,59,79,35,44,74,27,69,79,23,337,7,
92,S1,30,49,79,39,64,74,34,65,75,35,350,7.1,
76,X,34,67,77,39,117,SO2,36,58,78,33,357,7.6,
79,X,28,77,X,33,86,X,40,102,S1,33,357,5.1,
81,X,36,65,75,27,54,74,35,70,80,34,339,5.3,
77,X,33,69,79,30,84,X,39,72,X,34,331,4.9,
54,74,27,61,81,31,75,X,30,70,80,31,343,8.1,
57,77,30,92,S1,33,72,82,35,60,80,34,330,6.3,
82,X,40,62,82,40,77,X,40,68,78,36,338,6.6,
83,X,41,73,X,32,95,S1,33,75,X,34,339,5.6,
97,S1,33,64,74,33,81,X,35,104,S1,40,2,9.9,
97,S1,40,92,S1,34,95,S1,30,73,X,33,329,8.3,
95,S1,31,39,79,34,72,X,30,58,78,30,352,6.6,
90,S1,30,68,78,28,76,X,34,73,X,30,44,8.4,
102,S1,34,99,S1,34,37,77,30,32,82,31,16,9.5,
54,74,31,64,74,30,60,80,26,58,78,17,307,8,
49,79,28,79,X,28,93,S1,31,77,X,24,327,12,
62,82,26,81,X,27,83,X,31,92,S1,22,2,9.3,
61,81,31,98,S1,34,102,S1,34,83,X,40,354,10.1,
64,84,36,56,76,30,67,77,32,74,84,33,355,8.9,
115,SO2,29,94,S1,32,95,S1,35,62,82,36,19,6.8,
58,78,31,64,84,33,75,X,42,70,80,33,348,6.9,
53,73,18,57,77,28,48,78,28,76,X,33,356,9.7,
54,84,25,53,83,31,67,77,25,86,X,35,348,10.8,
66,76,28,73,X,23,63,83,32,62,82,38,354,7.6,
82,X,35,80,X,32,67,77,32,96,S1,32,338,9.3,
68,78,27,71,81,39,81,X,40,87,X,40,12,9.6,
79,X,30,56,86,34,70,80,34,63,83,38,328,7.5,
63,83,39,61,81,39,85,X,45,58,78,24,349,6.5,
88,X,41,72,82,33,84,X,35,62,82,33,4,6.8,
51,81,27,82,X,38,84,X,42,95,S1,38,318,6,
84,X,35,60,80,30,76,X,30,96,S1,37,328,7.5,
72,82,41,40,90,39,69,79,34,102,S1,34,331,6.3,
115,SO2,30,89,X,42,107,S1,37,99,S1,33,27,6.4,
80,X,35,65,85,33,109,S1,35,84,X,43,331,5.1,
84,X,35,113,SO2,22,91,S1,30,52,82,30,23,4.7,
97,S1,37,73,X,33,67,77,29,70,80,27,325,7.1,
93,S1,37,57,87,37,78,X,43,113,S1,43,325,6.6,
81,X,38,69,79,28,86,X,40,93,S1,31,319,5.4,
118,SO2,34,101,S1,29,96,S1,37,81,X,42,359,6.6,
118,SO2,38,84,X,40,76,X,33,61,81,37,318,6.1,
X,X,X,61,81,36,102,S1,37,95,S1,37,318,7.2,
77,X,39,73,83,33,63,83,41,89,X,39,317,6.7,
83,X,37,55,85,37,75,X,31,89,X,43,322,5.4,
91,S1,32,77,X,44,50,80,29,65,75,27,292,4.3,
78,X,33,72,82,30,91,S1,23,67,77,18,8,8,
101,S1,34,61,81,32,77,X,32,94,S1,32,328,6.3,
62,82,26,88,X,48,97,S1,36,92,S1,32,11,8.3,
79,X,29,95,S1,40,70,80,40,81,X,40,324,7.4,
77,X,41,68,78,30,56,86,38,X,X,X,329,7.4,
X,X,X,93,S1,28,62,82,35,X,X,X,319,8.3,
62,82,39,58,78,34,54,84,36,69,79,34,314,6,
57,77,35,55,75,38,73,X,35,71,X,35,328,7.3,
82,X,33,73,X,42,98,S1,37,71,81,36,307,6.5,
109,SO2,28,81,X,51,101,S1,47,65,75,33,304,4.3,
73,X,38,90,S1,40,79,X,44,93,S1,37,301,5.7,
80,X,39,81,X,49,93,S1,39,59,79,40,304,4.3,
85,S1,33,62,82,38,63,83,43,60,80,39,306,4.1,
X,X,X,75,X,45,64,74,40,93,S1,40,299,3.8,
73,X,36,78,X,36,78,X,34,81,S1,24,299,4.4,
91,S1,41,97,S1,41,81,S1,35,54,74,38,291,5.2,
70,X,38,99,S1,38,87,S1,38,42,72,24,319,6.5,
78,X,38,95,S1,29,77,X,38,104,S1,41,310,8.2,
67,77,38,83,X,44,57,87,40,77,X,41,312,3.8,
102,S1,38,58,78,35,40,80,35,72,X,31,323,5.9,
84,X,44,69,79,39,78,X,31,60,80,31,319,6.3,
50,80,27,111,SO2,27,50,80,40,66,76,40,346,8,
90,S1,31,75,85,36,88,X,40,105,S1,35,32,7.4,
X,X,X,71,81,28,94,S1,28,54,84,33,339,5.5,
X,X,X,77,X,43,72,82,41,70,80,36,321,5.6,
99,S1,37,81,X,39,83,X,42,X,X,X,323,7.5,
82,X,41,60,80,35,84,X,41,77,X,35,345,5.7,
97,S1,35,74,X,17,85,X,37,99,S1,35,26,6.3,
72,82,33,82,X,35,44,84,39,94,S1,39,24,5.6,
62,82,39,103,S1,36,56,86,35,91,S1,36,302,4.2,
61,81,38,103,S1,40,78,X,36,116,SO2,31,315,3.7,
105,S1,40,59,79,34,108,S1,44,69,79,32,321,3.7,
70,80,30,76,X,40,69,79,40,65,75,38,321,3.9,
102,S1,38,89,S1,30,67,77,38,104,S1,30,321,5.2,
X,X,X,69,79,38,70,80,39,65,75,38,310,4.9,
X,X,X,86,S1,35,78,X,38,80,X,41,319,5.1,
112,SO2,36,110,SO2,35,70,80,36,X,X,X,333,5.6,
X,X,X,73,83,38,47,77,37,33,83,37,338,3.7,
48,78,40,102,S1,41,77,X,41,106,S1,40,336,4.3,
74,X,40,71,81,40,76,X,40,82,X,42,13,2.8,
72,82,40,74,X,36,71,81,46,67,77,40,336,2.2,
90,S1,38,81,X,40,64,74,42,61,81,48,295,2.9,
66,76,35,82,X,26,39,79,40,69,79,34,358,4.4,
53,83,42,49,79,36,72,82,36,70,80,42,339,5.3,
73,X,30,107,S1,40,80,X,42,X,X,X,337,5.3,
102,S1,40,94,S1,38,79,X,40,58,78,38,342,4.4,
67,77,30,63,83,38,69,79,35,69,79,34,352,4.2,
83,X,44,75,X,38,84,X,39,58,78,42,331,4,
92,S1,38,71,81,39,76,X,35,96,S1,36,307,3.1,
X,X,X,69,79,38,73,83,38,94,S1,36,323,5.9,
93,S1,34,55,75,28,60,80,34,72,82,43,347,3.5,
79,X,37,63,83,36,53,83,37,73,83,37,344,3.9,
61,81,43,64,84,43,96,S1,35,83,X,47,2,3.8,
93,S1,39,59,79,44,68,78,39,88,S1,39,18,4,
59,79,39,81,S1,34,66,76,39,62,72,34,339,2,
X,X,X,77,X,44,65,75,40,64,74,39,349,2.9,
119,SO2,41,84,S1,33,109,SO2,34,75,X,40,354,3.6,
69,79,36,48,78,39,48,78,37,62,72,36,335,1.6,
66,76,38,68,78,41,55,75,40,X,X,X,338,2.9,
85,S1,34,44,74,35,92,S1,35,52,72,31,4,2.6,
63,73,36,75,X,48,64,74,36,X,X,X,344,1.4,
X,X,X,115,SO2,35,107,SO2,38,117,SO2,38,13,1.3,
99,S1,40,110,SO2,33,99,S1,44,64,X,36,9,1.7,
95,S1,39,90,S1,38,45,65,30,64,X,38,335,2.6,
X,X,X,64,X,30,64,X,34,109,SO2,34,4,2.5,
X,X,X,71,X,37,85,S1,30,87,S1,37,323,2.5,
59,69,36,59,69,30,77,S1,30,50,70,35,37,0.7,
X,X,X,100,S1,50,56,76,40,90,S1,38,99,0.5,
67,X,36,102,SO2,34,76,S1,29,66,X,34,16,0.2,
49,69,39,84,S1,43,75,S1,39,X,X,X,11,0.3,
94,SO2,31,75,X,45,109,SO2,45,54,64,39,33,1,
58,68,38,62,72,40,102,SO2,35,94,S1,44,316,2,
X,X,X,44,64,30,91,S1,39,53,63,30,309,2.1,
X,X,X,X,X,X,78,S1,33,61,X,33,296,2.8,
42,72,33,79,S1,29,54,64,26,103,SO2,29,326,4,
70,X,37,59,69,38,70,X,36,94,S1,36,314,3.8,
77,X,36,59,69,35,110,SO2,34,69,X,32,336,4.7,
97,S1,40,90,S1,33,65,X,26,78,X,40,345,5.7,
89,S1,37,45,75,36,60,70,35,115,SO2,37,315,3,
93,S1,36,60,70,34,99,S1,41,53,73,39,313,2.8,
74,X,32,87,S1,41,57,67,15,54,74,32,29,2.7,
94,S1,38,49,69,32,72,X,37,81,S1,32,4,3.8,
82,S1,32,71,X,36,79,X,36,X,X,X,309,3.8,
59,69,35,77,X,44,50,70,31,98,S1,40,21,4,
72,X,38,51,71,38,85,S1,38,57,67,38,8,5.7,
X,X,X,67,X,37,68,X,34,72,X,34,301,3.7,
86,S1,35,84,S1,34,66,X,33,79,X,48,311,3.2,
X,X,X,112,SO2,35,83,S1,30,X,X,X,349,2.8,
