weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed,
57,S1,33,83,SN2,33,64,S1,34,86,SN2,33,263,15.5,
54,S1,26,85,SN2,26,57,S1,30,74,SO2,26,211,17.7,
69,S1,42,74,SO2,32,70,SO2,28,51,S1,20,150,12.5,
100,SN2,42,78,SO2,37,55,X,39,91,SN2,37,224,8.6,
100,SN2,40,64,S1,37,66,S1,37,83,SO2,33,210,13.8,
81,SO2,38,64,S1,40,92,SN2,38,96,SN2,34,231,20.3,
91,SN2,33,58,S1,31,66,S1,33,85,SO2,3,219,20.3,
X,X,X,86,SO2,33,87,SO2,34,78,SO2,35,226,14.5,
84,SO2,38,59,S1,38,63,S1,39,109,S3,41,261,18,
57,S1,36,91,SN2,34,78,SO2,36,56,S1,36,235,17.7,
X,X,X,103,SN2,42,59,S1,34,89,SO2,39,210,16.8,
90,SN2,30,78,SO2,34,80,SO2,38,88,SO2,34,239,13.4,
114,S1 S3,45,51,X,42,91,SN2,40,92,SN2,37,188,17.1,
74,SO2,37,106,SN2,40,61,S1,45,89,SO2,36,177,16.4,
53,S1,39,53,S1,38,65,S1,45,54,S1,37,239,12.3,
85,SN2,33,92,SN2,38,62,S1,40,X,X,X,178,13.7,
X,X,X,X,X,X,92,SN2,28,98,SN2,32,237,11.5,
66,S1,40,110,S1 S3,47,84,SN2,36,89,SN2,36,239,17.9,
X,X,X,58,S1,38,66,S1,40,93,SN2,38,242,12.7,
78,SO2,39,57,S1,39,65,S1,39,62,S1,45,230,18,
58,S1,26,78,SO2,26,89,SN2,28,94,SN2,28,215,11.3,
78,SO2,40,84,SO2,40,85,SO2,40,59,S1,32,225,15.2,
88,SN2,30,64,S1,36,58,S1,30,70,SO2,28,235,19.8,
82,SO2,40,76,SO2,42,65,S1,40,79,SO2,38,251,18.2,
67,S1,35,74,SO2,33,67,S1,36,82,SO2,35,221,18.2,
65,S1,33,91,SN2,28,98,SN2,33,94,SN2,33,226,19,
87,SN2,40,73,SO2,42,78,SO2,45,92,SN2,40,244,22,
76,SO2,35,80,SN2,32,88,SN2,30,X,X,X,239,17.7,
X,X,X,94,SN2,46,81,SO2,46,78,SO2,40,247,13.3,
100,S3,34,56,S1,34,79,SO2,31,123,SN2 S3,36,269,19.6,
80,SO2,44,96,SN2,40,84,SN2,33,X,X,X,221,20,
79,SO2,32,90,SN2,30,63,S1,28,X,X,X,224,16,
101,S3,37,61,S1,45,117,SN2 S3,35,85,SN2,37,180,20.5,
112,SN2 S3,38,67,S1,46,82,SN2,34,93,SN2,38,255,18.2,
64,S1,36,71,SO2,34,78,SO2,35,60,S1,36,225,23.1,
97,SN2,34,66,S1,34,97,SN2,36,92,SN2,31,226,15.1,
79,SO2,41,83,SO2,38,53,S1,32,94,SN2,32,243,13.6,
81,SN2,34,105,S3,32,58,S1,34,69,S1,32,220,13.2,
74,SO2,38,81,SN2,36,79,SO2,45,75,SO2,36,221,18.6,
79,SO2,41,65,S1,39,71,S1,39,95,SN2,39,207,18,
X,X,X,95,SN2,47,83,SO2,36,80,SO2,36,230,16.8,
X,X,X,X,X,X,77,SO2,44,69,S1,50,214,24,
83,SO2,45,62,S1,40,50,X,38,77,SO2,38,228,20.3,
91,SN2,44,89,SN2,33,91,SN2,44,81,SO2,44,202,22.3,
TW50,X,43,TW50,X,38,TW50,X,37,TW50,X,42,188,9,
79,SO2,42,83,SO2,40,72,S1,46,94,SN2,40,219,4.3,
64,SO2,32,55,S1,37,82,SN2,31,X,X,X,194,9.6,
77,SN2,26,67,SO2,27,116,SN2X2 S3,30,101,SN2 S3,26,153,7.8,
69,SO2,26,64,SO2,26,62,SO2,28,72,SO2,31,154,10.3,
53,S1,31,102,SO2 S3,25,83,SN2,26,113,SN2X2 S3,30,150,10.5,
103,SO2 S3,27,53,S1,24,X,X,X,66,SO2,24,139,9.7,
66,SO2,25,67,SO2,27,95,S3,29,X,X,X,136,9.3,
94,S3,30,58,S1,33,55,S1,28,83,SN2,29,135,10.4,
118,SN2X2 S3,40,104,S3,39,72,SO2,31,91,SN2,33,135,8.3,
59,S1,38,52,S1,36,45,55,25,66,S1,30,109,7.8,
61,S1,38,84,SO2,36,75,SO2,40,105,S3,42,119,9.8,
X,X,X,90,SN2,25,72,SO2,24,67,SO2,24,164,9.5,
94,SN2,30,51,X,34,67,SO2,32,101,S3,35,127,11.6,
94,SN2,34,77,SO2,35,70,SO2,32,76,SO2,32,148,13,
69,SO2,33,55,S1,36,82,SN2,33,87,SN2,34,147,11.2,
87,SN2,36,93,SN2,38,59,S1,37,X,X,X,139,11.2,
60,S1,33,53,S1,34,101,S3,35,X,X,X,143,10.4,
87,SN2,36,79,SO2,35,104,S3,37,X,X,X,141,8.8,
X,X,X,86,SN2,28,56,S1,30,80,SO2,36,142,9.6,
76,SO2,37,99,S3,36,84,SO2,35,60,S1,37,134,8.8,
83,SO2,36,77,SO2,42,78,SO2,46,102,SN2,32,138,9.8,
89,SN2,30,93,SN2,36,67,SO2,34,97,S3,32,135,10.9,
66,SO2,24,62,SO2,24,66,SO2,26,77,SN2,23,141,11.2,
122,SN2X2 S3,36,99,S3,35,88,SN2,32,67,SO2,32,181,9.1,
82,SN2,28,93,S3,26,81,SN2,26,64,SO2,26,143,10.6,
X,X,X,69,SO2,31,88,SN2,34,123,SN2X2 S3,36,133,9.4,
70,SO2,35,64,S1,34,53,X,31,61,S1,31,146,9.4,
X,X,X,99,S3,31,88,SN2,32,94,S3,30,141,7,
96,S3,29,76,SO2,28,70,S1,28,81,SO2,31,140,9.1,
X,X,X,57,X,36,56,X,37,67,S1,38,166,9.8,
88,SN2,29,113,SN2 S3,34,71,SO2,30,70,SO2,31,124,5.8,
130,SN2X2 S3,30,80,SN2,30,91,S3,31,80,SN2,30,141,9.4,
X,X,X,72,S1,36,116,SN2X2 S3,32,92,SN2,34,159,10.5,
85,SO2,32,71,S1,32,77,SO2,34,83,SO2,36,154,7.8,
83,SO2,23,91,SN2,27,65,S1,27,X,X,X,146,9.4,
53,X,29,76,SO2,30,79,SO2,25,X,X,X,192,9.5,
75,SO2,34,67,S1,36,50,X,35,54,X,41,148,8.9,
75,SO2,33,65,S1,34,93,SN2,34,89,SN2,34,150,11.1,
65,S1,34,70,S1,36,81,SO2,36,58,X,34,207,8.2,
120,SN2X2S3,37,106,S3,37,95,SN2,36,110,SN2 S3,33,162,7.9,
81,SO2,35,67,S1,36,60,S1,36,79,SO2,37,188,10.3,
86,SO2,35,91,SN2,36,66,S1,37,79,SO2,35,203,12.1,
102,S3,30,113,SO2 SN2 S3,28,58,S1,29,X,X,X,245,12.7,
78,SO2,36,53,X,34,57,X,32,108,SO2 S3,33,159,9,
X,X,X,59,X,33,42,X,37,58,X,37,141,10.2,
52,X,44,113,SN2 S3,42,82,SO2,37,62,X,36,193,8.8,
91,SN2,34,72,S1,35,68,S1,36,90,SN2,34,205,11.9,
64,X,38,98,SN2,38,87,SO2,40,63,X,39,212,10.2,
90,SN2,40,79,SO2,37,110,S1 S3,38,X,X,X,176,7.9,
X,X,X,83,SO2,36,99,SN2,35,85,SO2,35,158,10.6,
87,SO2,30,76,SO2,30,97,SN2,35,120,SN2X2 S3,36,128,10.5,
X,X,X,117,SN2X2 S3,35,81,SO2,35,84,SO2,30,153,7.5,
107,S3,34,87,SO2,34,95,SN2,30,X,X,X,154,9.1,
61,X,43,88,SO2,42,72,S1,40,55,X,40,235,9.6,
X,X,X,49,X,38,59,X,39,60,X,37,221,9.4,
88,SO2,36,68,S1,36,63,S1,38,X,X,X,215,6.6,
69,S1,44,74,S1,40,76,S1,42,92,SO2,38,220,9.4,
X,X,X,58,X,40,66,X,49,80,SO2,37,202,7.7,
75,SO2,41,72,SO2,40,62,X,46,X,X,X,212,10.8,
83,SO2,43,58,X,41,65,S1,40,67,S1,39,214,11,
102,S3,37,85,SO2,41,64,S1,37,86,SO2,37,229,11.3,
65,S1,37,89,SO2,36,86,SO2,38,54,X,39,202,11.1,
69,S1,34,73,S1,36,92,SO2,38,93,SO2,40,255,13.7,
74,S1,35,87,SO2,37,66,S1,38,48,X,36,245,10.4,
100,SN2,38,84,SO2,37,112,S3,38,88,SO2,40,198,13,
60,X,42,73,S1,40,66,S1,38,81,SO2,37,238,13.4,
100,SN2,43,71,S1,45,113,S3,45,116,S3,40,219,14.9,
96,SN2,37,57,S1,37,81,SO2,36,77,SO2,38,217,10.6,
72,S1,47,85,SO2,48,72,S1,50,63,X,54,238,12.5,
91,SO2,49,57,X,50,86,SO2,50,62,X,51,175,6.9,
81,SO2,44,X,X,X,74,S1,47,77,SO2,48,176,15.7,
80,SO2,33,74,S1,36,72,S1,37,54,X,41,172,11.5,
61,S1,39,96,SN2,40,82,SO2,41,55,X,48,127,10.8,
84,SO2,39,76,SO2,38,66,S1,40,X,X,X,210,10.1,
102,S3,36,88,SO2,37,97,SN2,36,101,S3,34,160,11,
83,SO2,40,78,SO2,38,66,S1,39,66,S1,41,212,7.5,
75,SO2,41,68,S1,40,66,S1,45,X,X,X,223,11,
55,S1,35,53,S1,33,72,SO2,30,67,SO2,34,225,11.3,
81,SO2,34,52,S1,37,91,SN2,33,65,S1,34,194,2.5,
72,SO2,34,95,SN2,37,66,S1,36,76,SO2,33,201,6.4,
63,S1,30,82,SO2,30,88,SO2,29,100,S3,31,244,11.7,
66,S1,34,59,S1,36,91,SO2,42,X,X,X,240,11.2,
81,SO2,35,56,S1,34,101,S3,37,82,SO2,36,212,12.7,
92,SN2,39,103,S3,37,74,SO2,30,92,SN2,30,212,13.6,
66,S1,40,81,SO2,39,67,S1,40,X,X,X,176,11.8,
53,X,31,95,SN2,33,79,SO2,32,100,S3,34,175,9.3,
64,S1,32,93,SN2,28,69,S1,29,X,X,X,227,9.3,
76,SO2,40,54,S1,38,69,SO2,36,84,SO2,34,204,13.6,
83,SO2,41,109,S3,38,84,SO2,36,68,S1,4,240,13.4,
80,SO2,37,53,X,36,80,SO2,32,76,SO2,32,156,13.9,
75,SO2,37,58,S1,38,91,SN2,35,60,S1,35,215,10.4,
78,SO2,40,59,S1,38,63,S1,39,59,S1,42,223,11.2,
82,SO2,39,83,SO2,41,67,S1,42,68,S1,40,252,12.5,
79,SO2,31,82,SO2,31,76,SO2,32,112,SO2 S3,34,229,12.6,
95,SN2,36,81,37,35,67,S1,38,54,X,36,188,14,
93,SN2,34,118,SN2 X2 S3,36,60,S1,38,67,S1,36,268,14.5,
70,S1,35,66,S1,34,76,SO2,33,76,SO2,31,233,14.3,
100,SN2,37,59,S1,34,83,SO2,36,97,SN2,36,245,15,
77,SO2,34,36,56,37,108,S3,37,75,SO2,36,161,14.4,
94,SN2,38,80,SO2,37,71,S1,38,79,SO2,36,245,13.3,
83,SO2,42,79,SO2,42,79,SO2,43,85,SO2,62,224,17.6,
70,S1,43,X,X,X,64,S1,40,80,SO2,42,188,15.9,
88,S3,36,62,SO2,34,57,S1,33,56,S1,34,203,15.4,
60,S1,33,55,S1,35,93,S3,34,85,SN2,34,261,13.6,
X,X,X,83,SN2,32,74,SO2,31,89,S3,32,176,16.8,
60,S1,30,73,SO2,31,67,SO2,36,85,SN2,33,201,14.7,
72,SO2,35,58,S1,37,75,SO2,39,58,S1,35,267,10.8,
75,SO2,42,79,SO2,45,67,S1,40,62,S1,37,124,13.4,
47,X,33,76,SO2,33,59,S1,35,X,X,X,153,8.7,
99,S3,32,87,SN2,34,76,SO2,33,94,S3,31,201,12.2,
X,X,X,X,X,X,97,S3,35,70,SO2,32,221,13.8,
88,SN2,34,102,S3,40,96,S3,36,81,SN2,37,207,14,
92,S3,36,66,S1,31,85,SN2,37,116,SN2X2 S3,31,158,13,
X,X,X,61,S1,34,75,SO2,32,92,S3,33,236,11.1,
84,SN2,35,76,SO2,30,56,S1,30,100,S3,35,150,11,
64,S1,32,69,SO2,31,65,S1,34,51,S1,32,206,10.2,
99,S3,42,87,SN2,39,67,S1,41,X,X,X,220,6.4,
79,SN2,32,57,S1,35,70,SO2,34,72,SO2,32,198,8.5,
85,SN2,35,92,S3,36,72,SO2,37,64,S1,37,139,4.7,
X,X,X,55,S1,34,66,S1,32,104,S1 S3,30,168,4.3,
54,S1,25,75,SO2,26,60,S1,27,91,SN2,30,128,8.1,
101,S3,30,72,SO2,27,64,S1,29,88,SN2,32,185,5.7,
78,SO2,32,55,S1,34,91,SN2,30,76,SO2,31,127,11,
X,X,X,X,X,X,112,SO2 S3,31,94,SN2,30,131,9,
TW50,SLIDER,28,TW50,SLIDER,27,TW50,SLIDER,18,TW50,SLIDER,12,195,15.4,
69,SO2,30,80,SN2,38,57,S1,37,93,S3,37,146,14,
X,X,X,55,S1,38,75,SO2,34,71,SO2,32,136,12,
76,SO2,28,69,SO2,30,56,S1,33,76,SO2,34,120,10.2,
100,S3,41,65,SO2,30,76,SO2,39,86,SN2,32,150,7.8,
75,SO2,39,50,S1,37,78,SO2,39,100,S1 S3,40,146,17.7,
96,S3,48,87,S3,45,61,SO2,40,80,SN2,46,169,13.9,
75,SN2,40,84,S3,46,92,S1 S3,40,58,SO2,37,161,21.3,
65,SN2,39,56,SO2,39,45,S1,41,85,S1 S3,40,149,18.1,
56,SO2,36,76,S3,30,71,SN2,31,84,S1 S3,39,148,16.6,
X,X,X,75,S3,37,62,SN2,31,55,SO2,33,140,13.9,
72,SN2,39,51,SO2,34,74,S3,35,92,S1 S3,42,161,16.1,
113,S1 SN2 S3,41,106,SO2 S3,38,61,SN2,38,90,S1 S3,41,158,18,
79,S3,35,57,SO2,28,47,S1,36,89,SO2 S3,38,150,17.3,
X,X,X,101,SO2 S3,41,70,S3,35,105,SO2 S3,47,237,16.6,
108,SO2 SN2 S3,50,64,SN2,35,54,SO2,32,78,S3,41,186,20.4,
X,X,X,92,SO2 SN2 S3,38,108,SN2X2S3,38,108,SN2X2 S3,41,197,14,
66,S3,40,82,SO2 SN2 S3,41,104,SN2X2S3,49,88,SO2 SN2 S3,41,150,24.5,
63,S1 S3,32,55,S3,30,85,SN2X2S3,34,59,S3,30,150,22.4,
93,SN2X2S3A,30,101,SN2 X2 S3 A,34,64,S1 S3,30,83,SN2X2 S3,37,141,18.6,
78,SO2 SN2 S3,42,55,S3,35,94,SN2X2S3A,39,58,S3,32,214,16.6,
94,SN2X2S3A,41,87,SN2X2S3A,41,105,SN2X2S3A,45,91,SN2X2S3A,38,162,18.4,
111,SN2X2S3A,46,60,S1 S3,38,71,SO2 SN2 S3,40,81,SN2X2 S3,39,205,22.1,
86,SN2X2 S3A,36,57,S1 S3,35,108,SN2X2S3A,43,75,SO2 SN2 S3,41,233,22.4,
96,SN2X2 S3A,39,73,SO2 SN2 S3,34,86,SN2X2S3A,34,X,X,X,189,19.4,
69,SO2 SN2 S3,45,61,S1 S3,43,69,SO2 SN2 S3,43,69,SO2 SN2 S3,43,192,22.9,
70,SO2 SN2 S3,34,61,S1 S3,35,85,SN2X2S3A,34,80,SN2X2 S3,38,205,24,
X,X,X,87,SN2 X2 S3 A,39,78,SN2X2S3,35,68,S1 SN2 S3 A,40,162,16.8,
110,SN2X2 S3A,39,75,SO2 SN2 S3,37,81,SN2X2S3A,26,89,SN2X2S3A,30,195,18.4,
85,SN2X2 S3A,38,91,SN2 X2 S3 A,38,51,S3,30,90,SN2X2S3A,39,158,15.5,
90,SN2X2 S3A,34,77,SO2 SN2 S3,37,58,S1 S3,30,105,SN2X2S3A,39,174,22.9,
102,SN2X2 S3A,46,102,SN2 X2 S3 A,46,82,SN2X2S3A,38,66,SO2 SN2 S3,35,195,19.1,
93,SN2X2 S3A,40,73,SO2 SN2 S3,37,86,SN2X2S3A,30,86,SN2X2S3A,35,186,26.2,
X,X,X,78,SN2 X2 S3,37,88,SN2X2S3A,34,68,SO2 SN2 S3,40,215,19.2,
X,X,X,65,SO2 SN2 S3,28,70,SO2 SN2 S3,30,104,SN2X2S3A,34,168,20.6,
90,SN2X2 S3A,36,70,SO2 SN2 S3,32,72,S1 SN2 S3 A,30,73,SO2 SN2 S3,39,186,17.9,
74,SO2 SN2 S3,28,58,S1 SN2 S3,23,63,SO2 SN2 S3,27,86,SN2X2S3A,27,143,19.1,
97,SN2X2 S3A,38,95,SN2 X2 S3 A,39,64,SO2 SN2 S3,32,73,SO2 SN2 S3,32,176,21,
77,SO2 SN2 S3,39,86,SN2 X2 S3 A,38,52,S1 SN2 S3,35,69,SO2 SN2 S3,43,167,19.2,
X,X,X,90,SN2 X2 S3 A,34,61,SO2 SN2 S3,31,86,SN2X2S3A,34,164,23,
64,SO2 SN2 S3,40,82,SN2X2S3A,38,74,SO2 SN2 S3,38,56,S1 SN2 S3,37,173,21.4,
78,SN2X2S3,40,59,S1 SN2 S3,35,65,SO2 SN2 S3,39,90,SN2X2S3A,38,153,22.6,
79,SN2X2S3,41,57,SO2 SN2 S3,34,57,SO2 SN2 S3,35,88,SN2X2S3A,38,208,24.6,
68,SO2 SN2 S3,38,91,SN2 X2 S3 A,40,97,SN2X2S3A,43,68,SO2 SN2 S3,36,180,23.5,
X,X,X,75,SO2 SN2 S3,42,51,S1 SN2 S3,37,108,SN2X2S3A,46,173,20.1,
52,S1 SN2 S3,28,92,SN2 X2 S3 A,37,75,SO2 SN2 S3,39,59,SO2 SN2 S3,34,152,21.2,
46,S1 SN2 S3,15,85,SN2 X2 S3 A,28,60,SO2 SN2 S3,32,71,SO2 SN2 S3,34,205,17.3,
89,SN2X2S3A,43,70,SO2 SN2 S3,39,93,SN2X2S3A,43,92,SN2X2S3A,43,195,15.9,
110,SN2X2 S3A,43,82,SN2X2S3A,33,88,SN2X2S3A,38,78,SO2 SN2 S3,42,184,24.2,
79,SN2X2S3,41,66,SO2 SN2 S3,41,90,SN2X2S3A,41,101,SN2X2S3A,44,203,21.3,
62,SO2 SN2 S3,35,57,SO2 SN2 S3,35,94,SN2X2S3A,42,92,SN2X2S3A,40,201,20.7,
X,X,X,106,SN2 X2 S3 A,44,67,SO2 SN2 S3,42,54,SO2 SN2 S3,40,179,21.9,
102,SN2X2S3A,38,60,SO2 SN2 S3,37,94,SN2X2S3A,40,115,SN2X2S3A,51,165,27,
75,SN2X2S3,30,70,SO2 SN2 S3,32,76,SN2X2S3,34,54,SO2 SN2 S3,24,165,24.7,
91,SN2X2 S3A,39,76,SN2X2S3,34,69,SO2 SN2 S3,32,52,SO2 SN2 S3,30,233,25.1,
60,SO2 SN2 S3,36,62,SO2 SN2 S3,42,108,SN2X2S3A,38,93,SN2X2S3A,40,159,18.5,
96,SN2X2 S3A,40,68,SO2 SN2 S3,38,67,SO2 SN2 S3,38,87,SN2X2S3A,33,195,22,
68,SO2 SN2 S3,35,83,SN2 X2 S3 A,33,62,SO2 SN2 S3,31,60,SO2 SN2 S3,31,187,22.2,
65,SO2 SN2 S3,36,93,SN2 X2 S3 A,41,63,SO2 SN2 S3,37,77,SN2X2 S3,36,172,24.5,
83,SN2X2 S3A,35,74,SN2X2S3,35,64,SO2 SN2 S3,37,78,SN2X2 S3,37,148,25.8,
103,SN2X2 S3A,40,44,S1 S3,31,73,SN2X2S3,41,101,SN2X2S3A,43,131,27.4,
87,SN2X2 S3A,38,75,SN2X2S3,38,89,SN2X2S3A,40,72,SN2X2 S3,42,212,22.5,
85,SN2X2 S3A,40,54,SO2 SN2 S3,40,62,SO2 SN2 S3,39,89,SN2X2S3A,43,161,27.4,
63,SO2 SN2 S3,40,101,SN2 X2 S3 A,42,62,SO2 SN2 S3,39,71,SN2X2 S3,40,187,25,
77,SN2X2S3,37,80,SN2 X2 S3,39,56,SN2 S3,25,71,SN2X2 S3,37,169,26.8,
96,SN2X2 S3A,29,57,SN2 S3,27,77,SN2X2S3,27,39,SO2,27,166,25.2,
46,SO2,33,56,SN2 S3,30,73,SN2X2S3,33,X,X,X,191,21.8,
54,S1 S3,33,56,S1 S3,33,69,SO2 SN2 S3,38,X,X,X,138,23,
53,S1 S3,30,74,SN2X2S3,35,84,SN2X2S3A,35,90,SN2X2S3A,41,142,20.1,
87,SN2X2 S3A,37,56,S1 S3,33,77,SN2X2S3,40,X,X,X,152,26.8,
72,SN2X2S3,40,77,SN2X2S3,42,71,SN2X2S3,38,79,SN2X2 S3,44,193,24,
64,SO2 SN2 S3,39,79,SN2X2S3,40,119,SN2X2S3A,48,90,SN2X2S3A,40,183,22.8,
100,SN2X2 S3A,38,65,SO2 SN2 S3,36,67,SO2 SN2 S3,35,54,S1 S3,19,169,24,
87,SN2X2 S3A,32,100,SN2 X2 S3 A,38,76,SN2X2S3,35,63,SO2 SN2 S3,32,195,21.4,
78,SN2X2S3,46,86,SN2X2S3A,44,68,SO2 SN2 S3,44,53,S3,38,192,19.3,
79,SN2X2S3,45,68,SO2 SN2 S3,45,79,SN2X2S3,45,77,SN2X2 S3,43,203,22.9,
74,SN2X2S3,40,66,SN2X2S3,39,67,SN2X2S3,39,106,SN2X2S3A,42,203,23,
90,SN2X2 S3A,33,94,SN2 X2 S3 A,31,82,SN2X2S3A,28,76,SN2X2 S3,20,209,18.9,
69,SO2 SN2 S3,36,112,SN2 X2 S3 A,40,85,SN2X2S3A,36,69,SO2 SN2 S3,34,165,18.2,
73,SN2X2S3,35,102,SN2 X2 S3 A,35,70,SN2X2S3,30,114,SN2X2S3A,41,201,15.4,
66,SN2X2S3,26,96,SN2 X2 S3 A,32,83,SN2X2S3A,32,93,SN2X2S3A,28,209,19.4,
86,SN2X2 S3A,39,68,SN2X2S3,36,66,SN2X2S3,36,68,SN2X2 S3,36,155,23.8,
87,SN2X2 S3A,42,108,SN2 X2 S3 A,41,85,SN2X2S3A,43,80,SN2X2S3A,40,225,18.8,
78,SN2X2 S3,40,88,SN2X2 S3 A,41,87,SN2X2 S3 A,42,75,SN2X2 S3,43,169,19,
80,SN2 X2 S3,30,80,SN2X2 S3 A,31,83,SN2 X2 S3 A,24,88,SN2 X2 S3 A,25,206,20.6,
64,SN2 S3,25,75,SN2X2 S3,26,61,SN2 S3,30,99,SN2X2 S3 A,28,161,15.9,
94,SN2X2 S3,30,57,SN2,33,108,SN2X3 S3 A,32,64,SN2,34,160,21.5,
81,SN2X2 S3,34,71,SO2 SN2 S3,36,53,SN2,35,91,SN2X2 S3 A,38,175,19.5,
75,SO2 SN2 S3,37,82,SN2X2 S3,38,83,SN2X2 S3,36,73,SO2 SN2 S3,34,174,19,
62,SN2,29,89,SN2X2 S3,30,78,SN2 S3,28,102,SN2X2 S3 A,31,154,19.5,
90,SN2X2 S3,40,60,SN2,37,72,S3,37,78,SN2 S3,38,176,13.8,
97,SN2X2 S3 A,32,83,SO2 SN2 S3,34,61,SN2,33,69,S3,33,211,20.5,
93,SN2X2 S3,37,64,SN2,36,56,SN2,36,85,SN2 S3,35,219,17.9,
70,S3,40,59,SN2,42,105,SN2X2 S3 A,62,54,SO2,40,203,17.1,
52,S3,31,59,S3,32,X,X,X,64,S3,30,199,17.1,
57,S3,30,52,S3,21,X,X,X,80,SN2 S3,39,201,14.2,
107,SN2X2 S3A,44,92,SN2X2 S3,44,X,X,X,X,X,X,197,19,
80,SN2 S3,34,75,SN2 S3,31,65,S3,32,71,S3,31,197,14.1,
98,SN2X2 S3 A,28,72,SN2 S3,30,74,SN2 S3,30,98,SN2X2 S3 A,33,154,17.2,
116,SN2X2 S3 A,42,81,SN2X2 S3,36,77,S1 S3,38,63,S3,36,142,13.1,
76,SN2 S3,34,108,SN2 X2 S3 A,34,86,SN2X2 S3,37,103,SN2 X2 S3 A,37,145,18.2,
69,SN2 S3,32,64,S3,32,95,SN2 X2 S3 A,34,83,SN2X2 S3,36,163,15.1,
103,SN2X2 S3 A,40,106,SN2 X2 S3 A,40,110,SN2 X2 S3 A,42,111,SN2 X2 S3 A,41,176,13.8,
85,SN2 X2 S3,35,84,SN2X2 S3,40,51,S3,28,74,SN2 S3,32,200,19,
80,SN2X2 S3,40,66,SN2 S3,40,89,SN2 X2 S3 A,47,69,SN2 S3,38,186,18.7,
75,SO2 SN2 S3,40,72,SO2 SN2 S3,37,63,SO2 SN2 S3,38,94,SN2 X2 S3 A,40,176,19.4,
84,SN2X2 S3 A,32,67,SO2 SN2 S3,35,63,SO2 SN2 S3,30,87,SN2 X2 S3 A,35,223,18.9,
91,SN2X2 S3 A,37,77,SO2 SN2 S3,40,71,SO2 SN2 S3,39,97,SN2 X2 S3 A,39,146,15.9,
88,SN2X2 S3 A,40,74,SO2 SN2 S3,40,103,SN2 X2 S3 A,40,80,SN2X2 S3,50,181,21.5,
53,SO2 SN2 S3,36,59,SO2 SN2 S3,38,56,SO2 SN2 S3,38,66,SO2 SN2 S3,40,183,19.3,
61,SO2 SN2 S3,39,89,SN2 X2 S3 A,39,60,SO2 SN2 S3,33,88,SN2 X2 S3 A,39,167,20,
103,SN2X2 S3 A,44,83,SN2 X2 S3 A,37,66,SO2 SN2 S3,32,96,SN2 X2 S3 A,38,140,21.3,
118,SN2X2 S3 A,48,106,SN2 X2 S3 A,35,117,SN2 X2 S3 A,46,X,X,X,204,22.7,
84,SN2X2 S3 A,32,89,SN2 X2 S3 A,32,96,SN2 X2 S3 A,32,83,SN2 X2 S3 A,30,179,22,
67,SO2 SN2 S3,40,79,SN2 X2 S3,50,78,SN2X2 S3,48,X,X,X,167,16.6,
70,SN2X2 S3,39,58,SO2 SN2 S3,26,88,SN2 X2 S3 A,40,53,SO2 SN2 S3,26,150,21.9,
70,SN2X2 S3,32,72,SN2 X2 S3,35,88,SN2 X2 S3 A,32,70,SN2X2 S3,32,204,15.9,
X,X,X,63,SO2 SN2 S3,32,59,SO2 SN2 S3,28,X,X,X,187,19.8,
68,SO2 SN2 S3,36,67,SO2 SN2 S3,36,94,SN2 X2 S3 A,32,92,SN2 X2 S3 A,32,171,19.8,
55,SO2 SN2 S3,34,88,SN2 X2 S3 A,38,80,SN2X2 S3,44,X,X,X,207,22.8,
70,SN2X2 S3,40,71,SN2 X2 S3,40,47,SN2 S3,27,X,X,X,198,24.5,
88,SN2X2 S3 A,39,53,SO2 SN2 S3,37,61,SO2 SN2 S3,28,114,SN2 X2 S3 A,41,216,18.3,
76,SN2X2 S3,30,82,SN2 X2 S3 A,31,90,SN2 X2 S3 A,30,58,SO2 SN2 S3,26,202,19.6,
81,SN2X2 S3 A,35,62,SO2 SN2 S3,37,94,SN2 X2 S3 A,42,63,SO2 SN2 S3,37,141,16.6,
70,SN2X2 S3,34,82,SN2 X2 S3 A,32,95,SN2 X2 S3 A,34,85,SN2 X2 S3 A,34,199,16.9,
67,SO2 SN2 S3,42,83,SN2 X2 S3 A,37,82,SN2 X2 S3 A,34,X,X,X,167,20.6,
TW50,SLIDER,33,TW50,SLIDER,34,TW50,SLIDER,36,TW50,SLIDER,35,218,16.5,
94,SN2 S3,33,74,S3,35,84,SO2 S3,36,87,SO2 S3,37,203,9.9,
69,SN2,28,68,SN2,28,89,SO2 S3,30,X,X,X,165,11.6,
55,SO2,34,78,S3,36,70,SN2,31,60,SO2,33,203,12.5,
60,SO2,36,56,SO2,25,82,S3,24,70,SN2,26,158,1.2,
95,S3,37,52,SO2,27,65,SO2,38,52,SO2,26,179,17.1,
74,SN2,31,98,S3,34,66,SO2,38,95,S3,43,158,16.1,
99,S3,42,87,SN2,38,64,SO2,36,X,X,X,204,12.3,
90,SN2,44,94,SN2,43,101,S3,40,71,SO2,39,236,13.4,
79,SN2,37,95,S3,37,67,SO2,34,X,X,X,168,12.2,
64,SO2,42,87,SN2,43,65,SO2,40,82,SN2,37,221,12.9,
89,SN2,43,59,SO2,41,70,SO2,40,83,SN2,42,203,15.5,
85,S3,40,76,SN2,42,84,S3,42,86,S3,42,160,15.8,
109,SO2 SN2 S3,44,83,S3,40,95,SO2 S3,38,75,SN2,38,185,16.2,
